    0,4.190,0.000
    1,4.180,0.317
    2,4.180,0.318
    3,4.180,0.317
    4,4.180,0.318
    5,4.180,0.318
    6,4.180,0.318
    7,4.180,0.318
    8,4.190,0.319
    9,4.180,0.318
   10,4.180,0.317
   11,4.190,0.319
   12,4.180,0.317
   13,4.180,0.319
   14,4.190,0.317
   15,4.180,0.318
   16,4.180,0.318
   17,4.180,0.317
   18,4.180,0.317
   19,4.190,0.318
   20,4.190,0.318
   21,4.190,0.316
   22,4.180,0.317
   23,4.190,0.318
   24,4.180,0.318
   25,4.190,0.318
   26,4.180,0.318
   27,4.190,0.318
   28,4.180,0.317
   29,4.190,0.317
   30,4.180,0.319
   31,4.180,0.318
   32,4.180,0.317
   33,4.180,0.317
   34,4.190,0.318
   35,4.180,0.318
   36,4.180,0.319
   37,4.180,0.318
   38,4.180,0.318
   39,4.180,0.319
   40,4.180,0.318
   41,4.180,0.318
   42,4.180,0.318
   43,4.180,0.319
   44,4.180,0.318
   45,4.180,0.319
   46,4.190,0.317
   47,4.180,0.318
   48,4.180,0.318
   49,4.180,0.316
   50,4.180,0.318
   51,4.180,0.318
   52,4.180,0.318
   53,4.180,0.316
   54,4.180,0.318
   55,4.180,0.318
   56,4.180,0.318
   57,4.180,0.318
   58,4.180,0.317
   59,4.180,0.318
   60,4.180,0.319
   61,4.180,0.318
   62,4.180,0.319
   63,4.180,0.317
   64,4.180,0.319
   65,4.180,0.318
   66,4.180,0.318
   67,4.180,0.316
   68,4.180,0.318
   69,4.180,0.318
   70,4.180,0.318
   71,4.180,0.318
   72,4.180,0.318
   73,4.180,0.318
   74,4.180,0.318
   75,4.180,0.318
   76,4.180,0.318
   77,4.180,0.318
   78,4.180,0.319
   79,4.180,0.318
   80,4.180,0.317
   81,4.180,0.319
   82,4.180,0.319
   83,4.180,0.319
   84,4.180,0.318
   85,4.180,0.318
   86,4.180,0.318
   87,4.180,0.318
   88,4.180,0.318
   89,4.180,0.318
   90,4.180,0.319
   91,4.180,0.319
   92,4.180,0.318
   93,4.180,0.320
   94,4.180,0.319
   95,4.180,0.320
   96,4.180,0.318
   97,4.180,0.319
   98,4.180,0.319
   99,4.180,0.318
  100,4.180,0.320
  101,4.180,0.320
  102,4.180,0.320
  103,4.180,0.320
  104,4.180,0.320
  105,4.180,0.318
  106,4.180,0.318
  107,4.180,0.318
  108,4.180,0.319
  109,4.180,0.320
  110,4.180,0.320
