%CSV delimiter: comma,,,,,,,,,
%LiBCMrevB P&P,,,,,,,,,
%2021JUN10,,,,,,,,,
%Orient PCB _TBD___,,,,,,,,,
%unit mm,,,,,,,,,
,,,,,,,,,
%tip size XS: 0402/0603,,,,,,,,,
%tip size S: 0805/1206/1210/1812/2010/2512/SOT-23/SMA/SMB,,,,,,,,,
%tip size M: SOT-23/SOT223/SOT-89/TO-252,,,,,,,,,
%tip size ML: TSSOP-16+,,,,,,,,,
%nozzle 1 tip: M,,,,,,,,,
%nozzle 2 tip: S,,,,,,,,,
,,,,,,,,,
%Configure board offset,OriginOffsetCommand,X,Y,,,,,,
65535,0,0,0,,,,,,
,,,,,,,,,
%Configure part offset on reel,1=StackOffset Command,Stack (reel number),X,Y,Comment,,,,
%Tray (front),,,,,,,,,
126,2,8,203.7,36.9,90,0.8,0,R297,R_0805/3k3
127,2,8,199.6,36.9,90,0.8,0,R298,R_0805/3k3
128,2,8,195.5,36.9,90,0.8,0,R299,R_0805/3k3
129,2,8,191.4,36.9,90,0.8,0,R300,R_0805/3k3
130,2,8,187.3,36.9,90,0.8,0,R301,R_0805/3k3
131,2,8,183.2,36.9,90,0.8,0,R302,R_0805/3k3
132,2,8,307.5,28.5,0,0.8,0,R10,R_0805/3k3
133,2,8,250.5,43.75,90,0.8,0,R11,R_0805/3k3
134,2,8,5.6875,138.4,0,0.8,0,R125,R_0805/3k3
135,2,8,14,128.85,180,0.8,0,R128,R_0805/3k3
136,2,8,63.5,27.5,90,0.8,0,R171,R_0805/3k3
137,2,8,58,27.5,270,0.8,0,R174,R_0805/3k3
138,2,8,125.75,17.25,90,0.8,0,R218,R_0805/3k3
139,2,8,137.75,16.5,270,0.8,0,R221,R_0805/3k3
140,2,8,153.4,121.45,270,0.8,0,R24,R_0805/3k3
141,2,8,157.15,121.45,270,0.8,0,R25,R_0805/3k3
142,2,8,312.25,8.5,0,0.8,0,R264,R_0805/3k3
143,2,8,307.5,26,0,0.8,0,R267,R_0805/3k3
144,2,8,160.75,121.45,270,0.8,0,R28,R_0805/3k3
145,2,8,259,43.25,270,0.8,0,R305,R_0805/3k3
146,2,8,248,43.75,90,0.8,0,R308,R_0805/3k3
147,2,8,164.8,121.7,270,0.8,0,R31,R_0805/3k3
148,2,8,240.25,123.75,0,0.8,0,R320,R_0805/3k3
149,2,8,99.6,88.7,0,0.8,0,R33,R_0805/3k3
150,2,8,284.5875,155.15,0,0.8,0,R60,R_0805/3k3
151,2,8,14,126.25,180,0.8,0,R7,R_0805/3k3
152,2,8,60.5,27.5,270,0.8,0,R8,R_0805/3k3
153,2,8,116,75.8375,270,0.8,0,R81,R_0805/3k3
154,2,8,135.25,16.5,270,0.8,0,R9,R_0805/3k3
155,2,12,39.0125,137.5,0,0.8,0,R100,R_0805/82
156,2,12,39.0125,140,0,0.8,0,R101,R_0805/82
157,2,12,39.0125,142.55,0,0.8,0,R102,R_0805/82
158,2,12,39,145,0,0.8,0,R103,R_0805/82
159,2,12,39,147.5,0,0.8,0,R104,R_0805/82
160,2,12,39,150,0,0.8,0,R105,R_0805/82
161,2,12,39.1625,152.5,0,0.8,0,R106,R_0805/82
162,2,12,35,155,180,0.8,0,R107,R_0805/82
163,2,12,17.5,126,90,0.8,0,R123,R_0805/82
164,2,12,10,124.25,0,0.8,0,R124,R_0805/82
165,2,12,75.308,11.35,0,0.8,0,R144,R_0805/82
166,2,12,75.25,15.35,0,0.8,0,R145,R_0805/82
167,2,12,75.25,19.55,0,0.8,0,R146,R_0805/82
168,2,12,75.25,23.55,0,0.8,0,R147,R_0805/82
169,2,12,75.25,27.75,0,0.8,0,R148,R_0805/82
170,2,12,75.25,31.85,0,0.8,0,R149,R_0805/82
171,2,12,35.7,56,180,0.8,0,R150,R_0805/82
172,2,12,35.65,52.05,180,0.8,0,R151,R_0805/82
173,2,12,35.65,47.95,180,0.8,0,R152,R_0805/82
174,2,12,35.65,43.85,180,0.8,0,R153,R_0805/82
175,2,12,35.65,39.85,180,0.8,0,R154,R_0805/82
176,2,12,35.65,35.65,180,0.8,0,R155,R_0805/82
177,2,12,35.75,31.75,180,0.8,0,R156,R_0805/82
178,2,12,94.5,119.7,270,0.8,0,R16,R_0805/82
179,2,12,61.75,31.6625,90,0.8,0,R169,R_0805/82
180,2,12,64,21,0,0.8,0,R170,R_0805/82
181,2,12,155.65,14.65,0,0.8,0,R189,R_0805/82
182,2,12,155.65,18.85,0,0.8,0,R190,R_0805/82
183,2,12,155.65,23.05,0,0.8,0,R191,R_0805/82
184,2,12,155.65,27.05,0,0.8,0,R192,R_0805/82
185,2,12,155.65,31.25,0,0.8,0,R193,R_0805/82
186,2,12,155.65,35.35,0,0.8,0,R194,R_0805/82
187,2,12,155.65,39.45,0,0.8,0,R195,R_0805/82
188,2,12,155.65,43.45,0,0.8,0,R196,R_0805/82
189,2,12,155.65,47.55,0,0.8,0,R197,R_0805/82
190,2,12,155.65,51.75,0,0.8,0,R198,R_0805/82
191,2,12,155.6375,55.75,0,0.8,0,R199,R_0805/82
192,2,12,155.6375,59.95,0,0.8,0,R200,R_0805/82
193,2,12,158,65.5,90,0.8,0,R201,R_0805/82
194,2,12,145.25,17.25,180,0.8,0,R216,R_0805/82
195,2,12,122.25,17.5,270,0.8,0,R217,R_0805/82
196,2,12,111.2,148.45,180,0.8,0,R23,R_0805/82
197,2,12,292.3,46.52,180,0.8,0,R237,R_0805/82
198,2,12,292.3,42.52,180,0.8,0,R238,R_0805/82
199,2,12,292.2125,38.42,180,0.8,0,R239,R_0805/82
200,2,12,292.3,34.27,180,0.8,0,R240,R_0805/82
201,2,12,292.2125,30.22,180,0.8,0,R241,R_0805/82
202,2,12,292.2125,26.02,180,0.8,0,R242,R_0805/82
203,2,12,267.67,59.9975,90,0.8,0,R243,R_0805/82
204,2,12,263.42,59.91,90,0.8,0,R244,R_0805/82
205,2,12,259.42,59.9975,90,0.8,0,R245,R_0805/82
206,2,12,255.42,59.9975,90,0.8,0,R246,R_0805/82
207,2,12,251.27,59.9975,90,0.8,0,R247,R_0805/82
208,2,12,247.17,59.9975,90,0.8,0,R248,R_0805/82
209,2,12,243.17,59.9975,90,0.8,0,R249,R_0805/82
210,2,12,300,43,180,0.8,0,R262,R_0805/82
211,2,12,300,45.5,180,0.8,0,R263,R_0805/82
212,2,12,230.3,32.4,90,0.8,0,R278,R_0805/82
213,2,12,226.3,32.9,90,0.8,0,R279,R_0805/82
214,2,12,222.2,32.9,90,0.8,0,R280,R_0805/82
215,2,12,218.1,32.9,90,0.8,0,R281,R_0805/82
216,2,12,213.9,32.9,90,0.8,0,R282,R_0805/82
217,2,12,209.9,32.9,90,0.8,0,R283,R_0805/82
218,2,12,205.8,32.9,90,0.8,0,R284,R_0805/82
219,2,12,201.7,32.9,90,0.8,0,R285,R_0805/82
220,2,12,197.6,32.9,90,0.8,0,R286,R_0805/82
221,2,12,193.5,32.9,90,0.8,0,R287,R_0805/82
222,2,12,189.4,32.9,90,0.8,0,R288,R_0805/82
223,2,12,185.3,32.9,90,0.8,0,R289,R_0805/82
224,2,12,181.3,32.9,90,0.8,0,R290,R_0805/82
225,2,12,240.25,44,270,0.8,0,R303,R_0805/82
226,2,12,262.5,43,90,0.8,0,R304,R_0805/82
227,2,12,118.75,110,90,0.8,0,R316,R_0805/82
228,2,12,121.25,110,90,0.8,0,R317,R_0805/82
229,2,12,121.25,114,90,0.8,0,R50,R_0805/82
230,2,12,118.75,114,90,0.8,0,R53,R_0805/82
231,2,12,27,127.5,180,0.8,0,R95,R_0805/82
232,2,12,39,127.5,0,0.8,0,R96,R_0805/82
233,2,12,39,130,0,0.8,0,R97,R_0805/82
234,2,12,39.0125,132.5,0,0.8,0,R98,R_0805/82
235,2,12,39.0125,135,0,0.8,0,R99,R_0805/82
236,2,2,336.5,14,0,0.8,0,R130,R_0805/100k
237,2,2,116.2,141.95,180,0.8,0,R22,R_0805/100k
238,2,2,116.2,146.4,0,0.8,0,R27,R_0805/100k
239,2,2,111.2,150.7,180,0.8,0,R32,R_0805/100k
240,2,2,121,98.75,180,0.8,0,R67,R_0805/100k
241,2,2,264.6125,152.7,0,0.8,0,R74,R_0805/100k
242,2,2,264.6,155.1,0,0.8,0,R75,R_0805/100k
243,2,2,268.5,155.15,0,0.8,0,R77,R_0805/100k
244,2,2,268.5,152.7,0,0.8,0,R79,R_0805/100k
245,2,2,116,79.75,90,0.8,0,R82,R_0805/100k
246,2,13,295.5,44.52,270,0.8,0,C104,C_0805/10n
247,2,13,295.55,36.27,270,0.8,0,C105,C_0805/10n
248,2,13,295.55,28.02,270,0.8,0,C106,C_0805/10n
249,2,13,265.42,56.66,180,0.8,0,C107,C_0805/10n
250,2,13,257.17,56.66,180,0.8,0,C108,C_0805/10n
251,2,13,249.17,56.66,180,0.8,0,C109,C_0805/10n
252,2,13,244.92,53.91,0,0.8,0,C110,C_0805/10n
253,2,13,295.5,40.52,270,0.8,0,C111,C_0805/10n
254,2,13,295.55,32.27,270,0.8,0,C112,C_0805/10n
255,2,13,295.55,23.77,270,0.8,0,C113,C_0805/10n
256,2,13,261.17,56.66,180,0.8,0,C114,C_0805/10n
257,2,13,253.17,56.66,180,0.8,0,C115,C_0805/10n
258,2,13,244.92,56.66,180,0.8,0,C116,C_0805/10n
259,2,13,228.4,29.5,180,0.8,0,C122,C_0805/10n
260,2,13,220.1,29.5,180,0.8,0,C123,C_0805/10n
261,2,13,211.85,29.5,180,0.8,0,C124,C_0805/10n
262,2,13,203.7,29.5,180,0.8,0,C125,C_0805/10n
263,2,13,195.5,29.5,180,0.8,0,C126,C_0805/10n
264,2,13,187.2,29.5,180,0.8,0,C127,C_0805/10n
265,2,13,181.5,26.25,90,0.8,0,C128,C_0805/10n
266,2,13,224.2,29.5,180,0.8,0,C129,C_0805/10n
267,2,13,215.95,29.5,180,0.8,0,C130,C_0805/10n
268,2,13,207.75,29.5,180,0.8,0,C131,C_0805/10n
269,2,13,199.6,29.5,180,0.8,0,C132,C_0805/10n
270,2,13,191.4,29.5,180,0.8,0,C133,C_0805/10n
271,2,13,183.2,29.5,180,0.8,0,C134,C_0805/10n
272,2,13,91.15,119.65,270,0.8,0,C3,C_0805/10n
273,2,13,31,127.5,0,0.8,0,C35,C_0805/10n
274,2,13,35.05,130,180,0.8,0,C36,C_0805/10n
275,2,13,35.05,135,180,0.8,0,C37,C_0805/10n
276,2,13,35.05,140,180,0.8,0,C38,C_0805/10n
277,2,13,35.05,145,180,0.8,0,C39,C_0805/10n
278,2,13,35,150,180,0.8,0,C40,C_0805/10n
279,2,13,39.25,155,180,0.8,0,C41,C_0805/10n
280,2,13,35,127.5,180,0.8,0,C42,C_0805/10n
281,2,13,35.05,132.5,180,0.8,0,C43,C_0805/10n
282,2,13,35.05,137.5,180,0.8,0,C44,C_0805/10n
283,2,13,35.05,142.5,180,0.8,0,C45,C_0805/10n
284,2,13,35,147.5,180,0.8,0,C46,C_0805/10n
285,2,13,35,152.5,180,0.8,0,C47,C_0805/10n
286,2,13,71.85,13.25,90,0.8,0,C57,C_0805/10n
287,2,13,71.85,21.65,90,0.8,0,C58,C_0805/10n
288,2,13,71.85,29.75,90,0.8,0,C59,C_0805/10n
289,2,13,39.05,54.25,270,0.8,0,C60,C_0805/10n
290,2,13,39.05,46.05,270,0.8,0,C61,C_0805/10n
291,2,13,39.05,37.85,270,0.8,0,C62,C_0805/10n
292,2,13,39.75,30,180,0.8,0,C63,C_0805/10n
293,2,13,71.85,17.65,90,0.8,0,C64,C_0805/10n
294,2,13,71.85,25.65,90,0.8,0,C65,C_0805/10n
295,2,13,71.85,33.85,90,0.8,0,C66,C_0805/10n
296,2,13,39.05,50.15,270,0.8,0,C67,C_0805/10n
297,2,13,39.05,41.95,270,0.8,0,C68,C_0805/10n
298,2,13,39.05,33.55,270,0.8,0,C69,C_0805/10n
299,2,13,152.25,16.75,90,0.8,0,C79,C_0805/10n
300,2,13,152.25,25.05,90,0.8,0,C80,C_0805/10n
301,2,13,152.25,33.35,90,0.8,0,C81,C_0805/10n
302,2,13,152.25,41.45,90,0.8,0,C82,C_0805/10n
303,2,13,152.25,49.65,90,0.8,0,C83,C_0805/10n
304,2,13,152.25,57.85,90,0.8,0,C84,C_0805/10n
305,2,13,154.95,64.15,270,0.8,0,C85,C_0805/10n
306,2,13,152.25,20.85,90,0.8,0,C86,C_0805/10n
307,2,13,152.25,29.25,90,0.8,0,C87,C_0805/10n
308,2,13,152.25,37.35,90,0.8,0,C88,C_0805/10n
309,2,13,152.25,45.5,90,0.8,0,C89,C_0805/10n
310,2,13,152.25,53.75,90,0.8,0,C90,C_0805/10n
311,2,13,152.25,61.95,90,0.8,0,C91,C_0805/10n
312,2,15,131.75,105.75,270,1.5,0,C1,C_0805/1u
313,2,15,132,27.5,270,1.5,0,C100,C_0805/1u
314,2,15,300.75,132.06,270,1.5,0,C11,C_0805/1u
315,2,15,303.75,28.5,180,1.5,0,C119,C_0805/1u
316,2,15,313,12.25,270,1.5,0,C120,C_0805/1u
317,2,15,313,16.25,90,1.5,0,C121,C_0805/1u
318,2,15,99.6,83.6,0,1.5,0,C13,C_0805/1u
