%CSV delimiter: comma,,,,,,,,,
%LiBCMrevB P&P,,,,,,,,,
%2021JUN10,,,,,,,,,
%Orient PCB _TBD___,,,,,,,,,
%unit mm,,,,,,,,,
,,,,,,,,,
%tip size XS: 0402/0603,,,,,,,,,
%tip size S: 0805/1206/1210/1812/2010/2512/SOT-23/SMA/SMB,,,,,,,,,
%tip size M: SOT-23/SOT223/SOT-89/TO-252,,,,,,,,,
%tip size ML: TSSOP-16+,,,,,,,,,
%nozzle 1 tip: S,,,,,,,,,
%nozzle 2 tip: ML,,,,,,,,,
,,,,,,,,,
%Configure board offset,OriginOffsetCommand,X,Y,,,,,,
65535,0,0,0,,,,,,
,,,,,,,,,
%Configure part offset on reel,1=StackOffset Command,Stack (reel number),X,Y,Comment,,,,
%Tray (front),,,,,,,,,
292,1,13,39.15,29.3,90,0.8,0,C63,C_0805/10n
293,1,13,71.25,16.95,0,0.8,0,C64,C_0805/10n
294,1,13,71.25,24.95,0,0.8,0,C65,C_0805/10n
295,1,13,71.25,33.15,0,0.8,0,C66,C_0805/10n
296,1,13,38.45,49.45,0,0.8,0,C67,C_0805/10n
297,1,13,38.45,41.25,0,0.8,0,C68,C_0805/10n
298,1,13,38.45,32.85,0,0.8,0,C69,C_0805/10n
299,1,13,151.65,16.05,0,0.8,0,C79,C_0805/10n
300,1,13,151.65,24.35,0,0.8,0,C80,C_0805/10n
301,1,13,151.65,32.65,0,0.8,0,C81,C_0805/10n
302,1,13,151.65,40.75,0,0.8,0,C82,C_0805/10n
303,1,13,151.65,48.95,0,0.8,0,C83,C_0805/10n
304,1,13,151.65,57.15,0,0.8,0,C84,C_0805/10n
305,1,13,154.35,63.45,0,0.8,0,C85,C_0805/10n
306,1,13,151.65,20.15,0,0.8,0,C86,C_0805/10n
307,1,13,151.65,28.55,0,0.8,0,C87,C_0805/10n
308,1,13,151.65,36.65,0,0.8,0,C88,C_0805/10n
309,1,13,151.65,44.8,0,0.8,0,C89,C_0805/10n
310,1,13,151.65,53.05,0,0.8,0,C90,C_0805/10n
311,1,13,151.65,61.25,0,0.8,0,C91,C_0805/10n
312,1,15,131.15,105.05,0,1.5,0,C1,C_0805/1u
313,1,15,131.4,26.8,0,1.5,0,C100,C_0805/1u
314,1,15,300.15,131.36,0,1.5,0,C11,C_0805/1u
315,1,15,303.15,27.8,90,1.5,0,C119,C_0805/1u
316,1,15,312.4,11.55,0,1.5,0,C120,C_0805/1u
317,1,15,312.4,15.55,0,1.5,0,C121,C_0805/1u
318,1,15,99,82.9,90,1.5,0,C13,C_0805/1u
319,1,15,255.4,30.05,0,1.5,0,C137,C_0805/1u
320,1,15,252.15,29.3,90,1.5,0,C138,C_0805/1u
321,1,15,252.15,33.05,0,1.5,0,C139,C_0805/1u
322,1,15,138.15,125.05,0,1.5,0,C144,C_0805/1u
323,1,15,317.15,43.55,90,1.5,0,C147,C_0805/1u
324,1,15,69.65,47.6,0,1.5,0,C2,C_0805/1u
325,1,15,230.9,126.75,0,1.5,0,C21,C_0805/1u
326,1,15,284.05,151.95,90,1.5,0,C24,C_0805/1u
327,1,15,10.4,142.55,90,1.5,0,C51,C_0805/1u
328,1,15,9.9,139.3,0,1.5,0,C53,C_0805/1u
329,1,15,13.4,138.55,0,1.5,0,C54,C_0805/1u
330,1,15,43.15,26.8,90,1.5,0,C74,C_0805/1u
331,1,15,43.15,24.05,90,1.5,0,C75,C_0805/1u
332,1,15,47.4,25.3,90,1.5,0,C76,C_0805/1u
333,1,15,128.4,28.3,0,1.5,0,C98,C_0805/1u
334,1,15,131.2,30.3,90,1.5,0,C99,C_0805/1u
335,1,18,316.45,22.3,90,0.8,0,C103,C_0805/20p
336,1,18,261.4,21.05,90,0.8,0,C142,C_0805/20p
337,1,18,335.15,20.8,90,0.8,0,C48,C_0805/20p
338,1,18,17.2,78.65,0,0.8,0,C52,C_0805/20p
339,1,18,15.4,62.05,0,0.8,0,C77,C_0805/20p
340,1,18,245.65,21,90,0.8,0,C93,C_0805/20p
341,1,4,314.9,137.55,90,0.8,0,R70,R_0805/20k@0.5W
342,1,4,325.65,134.3,0,0.8,0,R71,R_0805/20k@0.5W
343,1,16,115.6,143.5,90,1.1,0,C10,C_0805/100n
344,1,16,300.4,38.8,0,1.1,0,C117,C_0805/100n
345,1,16,303.4,40.8,90,1.1,0,C118,C_0805/100n
346,1,16,99,85.5,90,1.1,0,C12,C_0805/100n
347,1,16,243.15,43.3,90,1.1,0,C135,C_0805/100n
348,1,16,258.9,31.05,90,1.1,0,C136,C_0805/100n
349,1,16,307.07,130.8,90,1.1,0,C14,C_0805/100n
350,1,16,317.15,37.05,90,1.1,0,C149,C_0805/100n
351,1,16,99,78.95,90,1.1,0,C15,C_0805/100n
352,1,16,97.95,70.55,90,1.1,0,C16,C_0805/100n
353,1,16,125.9,101.3,0,1.1,0,C22,C_0805/100n
354,1,16,121.65,104.55,90,1.1,0,C29,C_0805/100n
355,1,16,123.65,81.3,0,1.1,0,C34,C_0805/100n
356,1,16,87.6,149.5,90,1.1,0,C4,C_0805/100n
357,1,16,18.4,128.3,90,1.1,0,C49,C_0805/100n
358,1,16,152.8,116.85,0,1.1,0,C5,C_0805/100n
359,1,16,5.4,124.3,90,1.1,0,C50,C_0805/100n
360,1,16,156.55,116.85,0,1.1,0,C6,C_0805/100n
361,1,16,160.15,116.85,0,1.1,0,C7,C_0805/100n
362,1,16,57.4,32.55,0,1.1,0,C70,C_0805/100n
363,1,16,46.65,21.55,0,1.1,0,C73,C_0805/100n
364,1,16,164.2,117.1,0,1.1,0,C9,C_0805/100n
365,1,16,140.4,16.55,90,1.1,0,C94,C_0805/100n
366,1,16,122.65,28.3,0,1.1,0,C97,C_0805/100n
367,2,22,88.15,11.85,90,1,0,R132,R_2010/75
368,2,22,88.15,15.95,90,1,0,R133,R_2010/75
369,2,22,88.15,20.05,90,1,0,R134,R_2010/75
370,2,22,88.15,24.15,90,1,0,R135,R_2010/75
371,2,22,88.15,28.25,90,1,0,R136,R_2010/75
372,2,22,88.15,32.35,90,1,0,R137,R_2010/75
373,2,22,21.55,54.15,90,1,0,R138,R_2010/75
374,2,22,21.55,50.05,90,1,0,R139,R_2010/75
375,2,22,21.55,45.95,90,1,0,R140,R_2010/75
376,2,22,21.55,41.85,90,1,0,R141,R_2010/75
377,2,22,21.55,37.75,90,1,0,R142,R_2010/75
378,2,22,21.55,33.65,90,1,0,R143,R_2010/75
379,2,22,168.55,15.25,90,1,0,R177,R_2010/75
380,2,22,168.55,19.45,90,1,0,R178,R_2010/75
381,2,22,168.55,23.55,90,1,0,R179,R_2010/75
382,2,22,168.55,27.65,90,1,0,R180,R_2010/75
383,2,22,168.55,31.75,90,1,0,R181,R_2010/75
384,2,22,168.55,35.85,90,1,0,R182,R_2010/75
385,2,22,168.55,39.95,90,1,0,R183,R_2010/75
386,2,22,168.55,44.05,90,1,0,R184,R_2010/75
387,2,22,168.55,48.15,90,1,0,R185,R_2010/75
388,2,22,168.55,52.25,90,1,0,R186,R_2010/75
389,2,22,168.55,56.35,90,1,0,R187,R_2010/75
390,2,22,167.15,62.3,0,1,0,R188,R_2010/75
391,2,22,278.2,44.62,90,1,0,R225,R_2010/75
392,2,22,278.2,40.52,90,1,0,R226,R_2010/75
393,2,22,278.2,36.42,90,1,0,R227,R_2010/75
394,2,22,278.2,32.32,90,1,0,R228,R_2010/75
395,2,22,278.2,28.22,90,1,0,R229,R_2010/75
396,2,22,278.2,24.12,90,1,0,R230,R_2010/75
397,2,22,265.77,72.71,0,1,0,R231,R_2010/75
398,2,22,261.67,72.71,0,1,0,R232,R_2010/75
399,2,22,257.57,72.71,0,1,0,R233,R_2010/75
400,2,22,253.47,72.71,0,1,0,R234,R_2010/75
401,2,22,249.37,72.71,0,1,0,R235,R_2010/75
402,2,22,245.27,72.71,0,1,0,R236,R_2010/75
403,2,22,220.3,45.7,0,1,0,R268,R_2010/75
404,2,22,216.2,45.7,0,1,0,R269,R_2010/75
405,2,22,212.1,45.7,0,1,0,R270,R_2010/75
406,2,22,208,45.7,0,1,0,R271,R_2010/75
407,2,22,203.9,45.7,0,1,0,R272,R_2010/75
408,2,22,199.8,45.7,0,1,0,R273,R_2010/75
409,2,22,195.7,45.7,0,1,0,R274,R_2010/75
410,2,22,191.6,45.7,0,1,0,R275,R_2010/75
411,2,22,187.5,45.7,0,1,0,R276,R_2010/75
412,2,22,183.4,45.7,0,1,0,R277,R_2010/75
413,2,22,228.5,45.7,0,1,0,R62,R_2010/75
414,2,22,224.4,45.7,0,1,0,R64,R_2010/75
415,2,22,254.46,153.8,90,1,0,R73,R_2010/75
416,2,22,73.4,129.8,90,1,0,R83,R_2010/75
417,2,22,57.9,130.8,90,1,0,R84,R_2010/75
418,2,22,73.4,133.8,90,1,0,R85,R_2010/75
419,2,22,57.9,135.8,90,1,0,R86,R_2010/75
420,2,22,73.4,137.8,90,1,0,R87,R_2010/75
421,2,22,57.9,140.8,90,1,0,R88,R_2010/75
422,2,22,73.5,141.85,90,1,0,R89,R_2010/75
423,2,22,57.9,145.8,90,1,0,R90,R_2010/75
424,2,22,73.4,145.8,90,1,0,R91,R_2010/75
425,2,22,57.9,150.8,90,1,0,R92,R_2010/75
426,2,22,73.4,149.8,90,1,0,R93,R_2010/75
427,2,22,73.4,153.8,90,1,0,R94,R_2010/75
428,1,7,8.9,25.55,0,1.5,0,C101,C_1206/22n
429,1,7,13.15,25.55,0,1.5,0,C102,C_1206/22n
430,1,7,256.15,5.55,0,1.5,0,C140,C_1206/22n
431,1,7,259.4,5.55,0,1.5,0,C141,C_1206/22n
432,1,7,332.9,32.8,90,1.5,0,C148,C_1206/22n
433,1,7,339.15,32.8,90,1.5,0,C150,C_1206/22n
434,1,7,339.15,41.3,0,1.9,0,C152,C_1206/22n
435,1,7,336.9,16.3,90,1.5,0,C155,C_1206/22n
436,1,7,249.65,153.08,0,1.5,0,C33,C_1206/22n
437,1,7,7.15,48.45,0,1.5,0,C55,C_1206/22n
438,1,7,4.35,48.45,0,1.5,0,C56,C_1206/22n
439,1,7,11.4,48.4,0,1.5,0,C71,C_1206/22n
440,1,7,14.4,48.4,0,1.5,0,C72,C_1206/22n
441,1,7,247.65,5.55,0,1.5,0,C78,C_1206/22n
442,1,7,250.9,5.55,0,1.5,0,C92,C_1206/22n
443,1,7,319.15,7.8,0,1.5,0,C95,C_1206/22n
444,1,7,322.4,7.8,0,1.5,0,C96,C_1206/22n
445,1,19,140.65,73.05,0,1,0,D1,LED_0805/LED
446,1,19,307.15,7.8,90,1,0,D10,LED_0805/LED
447,1,19,229.9,153.51,179,1,0,D14,LED_0805/LED
448,1,19,292.8,141.44,179,1,0,D15,LED_0805/LED
449,1,19,311.4,126.34,179,1,0,D16,LED_0805/LED
450,1,19,255.65,42.51,179,1,0,D17,LED_0805/LED
451,1,19,140.65,80.05,0,1,0,D2,LED_0805/LED
452,1,19,140.65,87.8,0,1,0,D3,LED_0805/LED
453,1,19,140.65,94.8,0,1,0,D4,LED_0805/LED
454,1,19,5.4,140.3,-90,1,0,D7,LED_0805/LED
455,1,19,61.65,23.55,90,1,0,D8,LED_0805/LED
456,1,19,128.15,16.55,0,1,0,D9,LED_0805/LED
457,1,6,187.5,127.1,90,1.1,0,D11,D_SOD-123/1N4148W
458,1,6,187.5,124.1,90,1.1,0,D12,D_SOD-123/1N4148W
459,1,6,260.15,118.3,-90,1.1,0,D13,D_SOD-123/1N4148W
460,1,21,78.15,153.8,0,1.3,0,TH1,R_0805/THERMISTOR
461,1,21,28.9,29.3,90,1.3,0,TH2,R_0805/THERMISTOR
462,1,21,174,15.1,90,1.3,0,TH3,R_0805/THERMISTOR
463,1,21,278,47.6,90,1.3,0,TH4,R_0805/THERMISTOR
464,1,21,234.65,42.8,0,1.3,0,TH5,R_0805/THERMISTOR
465,1,17,142.15,107.3,0,2.7,0,C143,C_1210/22u
466,1,17,260.15,121.8,90,2.7,0,C145,C_1210/22u
467,1,17,295.9,55.55,90,2.7,0,C146,C_1210/22u
468,1,17,292.29,126.82,0,2.7,0,C17,C_1210/22u
469,1,17,299.56,126.86,0,2.7,0,C18,C_1210/22u
470,1,17,296.03,126.83,0,2.7,0,C19,C_1210/22u
471,1,17,305.65,54.8,0,2.7,0,C23,C_1210/22u
472,1,17,316.65,40.3,90,2.7,0,C25,C_1210/22u
473,1,17,264.9,119.33,0,2.7,0,C26,C_1210/22u
474,1,17,297.2,131.95,179,2.7,0,C8,C_1210/22u
475,2,23,7.4,130.8,179,1.8,0,Q20,SOT-223/Q_NPN_BCEC
476,2,23,54.15,20.8,-90,1.8,0,Q33,SOT-223/Q_NPN_BCEC
477,2,23,125.15,22.8,90,1.8,0,Q46,SOT-223/Q_NPN_BCEC
478,2,23,304.15,34.55,0,1.8,0,Q59,SOT-223/Q_NPN_BCEC
479,2,23,258.4,36.05,-90,1.8,0,Q72,SOT-223/Q_NPN_BCEC
480,1,20,67.9,43.8,90,0.9,0,Q1,SOT-23/Q_NMOS_GSD
481,1,20,111.4,144.5,0,0.9,0,Q2,SOT-23/Q_NMOS_GSD
482,1,20,87.65,141.3,90,0.9,0,Q3,SOT-23/Q_NMOS_GSD
483,1,20,177.5,126.8,0,0.9,0,Q4,SOT-23/Q_NMOS_GSD
484,1,20,193.1,122.6,-90,0.9,0,Q5,SOT-23/Q_NMOS_GSD
485,1,20,193.1,126.6,0,0.9,0,Q6,SOT-23/Q_NMOS_GSD
486,1,20,255.15,119.8,-90,0.9,0,Q7,SOT-23/Q_NMOS_GSD
487,1,20,243.9,121.55,-90,0.9,0,Q74,SOT-23/Q_NMOS_GSD
488,1,20,243.15,125.8,90,0.9,0,Q76,SOT-23/Q_NMOS_GSD
489,1,14,67.4,133.8,-90,1.2,0,Q10,SOT-23/Q_PMOS_GSD
490,1,14,51.9,135.8,-90,1.2,0,Q11,SOT-23/Q_PMOS_GSD
491,1,14,67.4,137.8,-90,1.2,0,Q12,SOT-23/Q_PMOS_GSD
492,1,14,51.9,140.8,-90,1.2,0,Q13,SOT-23/Q_PMOS_GSD
493,1,14,67.5,141.85,-90,1.2,0,Q14,SOT-23/Q_PMOS_GSD
494,1,14,51.9,145.8,-90,1.2,0,Q15,SOT-23/Q_PMOS_GSD
495,1,14,67.4,145.8,-90,1.2,0,Q16,SOT-23/Q_PMOS_GSD
496,1,14,51.9,150.8,-90,1.2,0,Q17,SOT-23/Q_PMOS_GSD
497,1,14,67.4,149.8,-90,1.2,0,Q18,SOT-23/Q_PMOS_GSD
498,1,14,67.4,153.8,-90,1.2,0,Q19,SOT-23/Q_PMOS_GSD
499,1,14,82.75,11.85,-90,1.2,0,Q21,SOT-23/Q_PMOS_GSD
500,1,14,82.75,15.85,-90,1.2,0,Q22,SOT-23/Q_PMOS_GSD
501,1,14,82.75,20.05,-90,1.2,0,Q23,SOT-23/Q_PMOS_GSD
502,1,14,82.75,24.15,-90,1.2,0,Q24,SOT-23/Q_PMOS_GSD
503,1,14,82.75,28.25,-90,1.2,0,Q25,SOT-23/Q_PMOS_GSD
504,1,14,82.75,32.35,-90,1.2,0,Q26,SOT-23/Q_PMOS_GSD
505,1,14,26.95,54.15,90,1.2,0,Q27,SOT-23/Q_PMOS_GSD
506,1,14,26.95,50.05,90,1.2,0,Q28,SOT-23/Q_PMOS_GSD
507,1,14,26.95,45.95,90,1.2,0,Q29,SOT-23/Q_PMOS_GSD
508,1,14,26.95,41.85,90,1.2,0,Q30,SOT-23/Q_PMOS_GSD
509,1,14,26.95,37.75,90,1.2,0,Q31,SOT-23/Q_PMOS_GSD
510,1,14,26.95,33.65,90,1.2,0,Q32,SOT-23/Q_PMOS_GSD
511,1,14,163.15,15.25,-90,1.2,0,Q34,SOT-23/Q_PMOS_GSD
512,1,14,163.15,19.45,-90,1.2,0,Q35,SOT-23/Q_PMOS_GSD
513,1,14,163.15,23.55,-90,1.2,0,Q36,SOT-23/Q_PMOS_GSD
514,1,14,163.15,27.65,-90,1.2,0,Q37,SOT-23/Q_PMOS_GSD
515,1,14,163.15,31.75,-90,1.2,0,Q38,SOT-23/Q_PMOS_GSD
516,1,14,163.15,35.85,-90,1.2,0,Q39,SOT-23/Q_PMOS_GSD
517,1,14,163.15,39.95,-90,1.2,0,Q40,SOT-23/Q_PMOS_GSD
518,1,14,163.15,44.05,-90,1.2,0,Q41,SOT-23/Q_PMOS_GSD
519,1,14,163.15,48.15,-90,1.2,0,Q42,SOT-23/Q_PMOS_GSD
520,1,14,163.15,52.25,-90,1.2,0,Q43,SOT-23/Q_PMOS_GSD
521,1,14,163.15,56.35,-90,1.2,0,Q44,SOT-23/Q_PMOS_GSD
522,1,14,163.15,60.6,-90,1.2,0,Q45,SOT-23/Q_PMOS_GSD
523,1,14,283.6,44.62,90,1.2,0,Q47,SOT-23/Q_PMOS_GSD
524,1,14,283.6,40.52,90,1.2,0,Q48,SOT-23/Q_PMOS_GSD
525,1,14,283.6,36.42,90,1.2,0,Q49,SOT-23/Q_PMOS_GSD
526,1,14,283.6,32.32,90,1.2,0,Q50,SOT-23/Q_PMOS_GSD
527,1,14,283.6,28.22,90,1.2,0,Q51,SOT-23/Q_PMOS_GSD
528,1,14,283.6,24.12,90,1.2,0,Q52,SOT-23/Q_PMOS_GSD
529,1,14,265.77,67.31,0,1.2,0,Q53,SOT-23/Q_PMOS_GSD
530,1,14,261.67,67.31,0,1.2,0,Q54,SOT-23/Q_PMOS_GSD
531,1,14,257.57,67.31,0,1.2,0,Q55,SOT-23/Q_PMOS_GSD
532,1,14,253.47,67.31,0,1.2,0,Q56,SOT-23/Q_PMOS_GSD
533,1,14,249.37,67.31,0,1.2,0,Q57,SOT-23/Q_PMOS_GSD
534,1,14,245.27,67.31,0,1.2,0,Q58,SOT-23/Q_PMOS_GSD
535,1,14,228.45,40.3,0,1.2,0,Q60,SOT-23/Q_PMOS_GSD
536,1,14,224.4,40.3,0,1.2,0,Q61,SOT-23/Q_PMOS_GSD
537,1,14,220.25,40.3,0,1.2,0,Q62,SOT-23/Q_PMOS_GSD
538,1,14,216.2,40.3,0,1.2,0,Q63,SOT-23/Q_PMOS_GSD
539,1,14,212.05,40.3,0,1.2,0,Q64,SOT-23/Q_PMOS_GSD
540,1,14,208,40.3,0,1.2,0,Q65,SOT-23/Q_PMOS_GSD
541,1,14,203.9,40.3,0,1.2,0,Q66,SOT-23/Q_PMOS_GSD
542,1,14,199.75,40.3,0,1.2,0,Q67,SOT-23/Q_PMOS_GSD
543,1,14,195.7,40.3,0,1.2,0,Q68,SOT-23/Q_PMOS_GSD
544,1,14,191.6,40.3,0,1.2,0,Q69,SOT-23/Q_PMOS_GSD
545,1,14,187.5,40.3,0,1.2,0,Q70,SOT-23/Q_PMOS_GSD
546,1,14,183.4,40.3,0,1.2,0,Q71,SOT-23/Q_PMOS_GSD
547,1,14,234.65,125.05,90,1.2,0,Q75,SOT-23/Q_PMOS_GSD
548,1,14,67.4,129.8,-90,1.2,0,Q8,SOT-23/Q_PMOS_GSD
549,1,14,51.9,130.8,-90,1.2,0,Q9,SOT-23/Q_PMOS_GSD
550,1,0,301.65,56.3,90,1.1,1,L2,L_0805/1u
551,1,0,301.65,53.3,90,1.1,1,L3,L_0805/1u
552,1,0,122,101.15,90,1.1,1,U4,TSOT-23-5/LT1797
553,1,0,288.92,126.85,0,1.3,1,D5,D_SOD-123/D_Zener
%554,1,0,342.15,41.3,0,1.5,1,C151,C_1206/68n
555,1,0,319.4,137.4,90,1.9,1,C31,C_1206/68n
556,1,0,303.27,132.39,179,1,1,U1,TSOT-23-6/AP63205WU
557,2,25,96.9,74.55,-90,1.8,1,U2,SOIC-8/LT1487
558,2,25,96.9,66.8,-90,1.8,1,U3,SOIC-8/LT1487
559,1,0,336.15,41.3,0,0.8,1,C153,C_1206/DNP
560,1,0,333.15,41.3,0,0.8,1,C154,C_1206/DNP
561,1,0,119.9,145.05,-90,0.8,1,C156,C_0805/DNP
562,1,0,253.63,150.55,-90,0.8,1,C32,C_1206/DNP
563,1,0,87.65,135.55,90,0.8,1,R19,R_0805/DNP
564,1,0,227.65,128.55,90,0.8,1,R313,R_0805/DNP
565,1,0,323.15,134.3,0,0.8,1,R314,R_0805/DNP
566,1,0,95.1,88,90,0.8,1,R48,R_0805/DNP
567,2,0,260,152.19,0,0.8,1,R76,R_2010/DNP
568,1,0,298.25,153.75,0,0.8,1,R80,R_0805/DNP
569,1,0,116.4,98.05,90,0.8,1,R57,R_0805/7k32
570,2,24,119.9,77.3,-90,1.1,1,U10,TSSOP-16/LTC6820
571,2,0,20.9,21.3,-90,2,1,U11,TSSOP-48/LTC6804
572,2,0,48.9,125.05,-90,2,1,U12,TSSOP-48/LTC6804
573,2,0,137.9,132.8,-90,2,1,U13,TSSOP-48/LTC6804
574,2,0,306.4,141.05,-90,2,1,U14,TSSOP-48/LTC6804
575,2,0,245.65,123.55,-90,2,1,U15,TSSOP-48/LTC6804
